epiweek,uf_code,cases,temp_min,temp_med,temp_max,precip_min,precip_med,precip_max,pressure_min,pressure_med,pressure_max,rel_humid_min,rel_humid_med,rel_humid_max,thermal_range,rainy_days
201401,27,0,22.7828753501401,25.8998515406163,29.9483219887955,0.611397058823529,6.05054803921568,18.5429715686275,0.974444117647059,0.976122408963585,0.977439075630252,54.4691329131653,74.9125778711485,92.098918907563,7.16544663865546,7
201402,27,0,23.2641855742297,26.1779415966387,30.1572514005602,0.372154901960784,5.16320490196078,16.2608960784314,0.975514705882353,0.977006582633053,0.978685154061625,56.0033731092437,74.2081362745098,89.3032018207283,6.89306582633053,7
201403,27,0,22.8004050420168,25.6362231092437,29.6211190476191,0.761592156862745,10.0330892156863,30.0696470588235,0.975425350140056,0.977027450980392,0.978533333333333,57.6222214285714,76.8439878151261,92.3585990196079,6.82071400560224,7
201404,27,0,22.9356803921569,26.0719385154062,30.1159337535014,1.25525588235294,6.25053725490196,14.3591862745098,0.973587114845938,0.975312745098039,0.976925630252101,56.132837535014,75.4702285714286,91.7858033613445,7.18025336134454,7
201405,27,1,23.6393042016807,26.5429967787115,30.4860383753501,0.39931862745098,5.9860362745098,17.4383735294118,0.975267927170868,0.976714145658263,0.978026050420168,54.4174683473389,74.0445887955182,90.0393600840336,6.84673417366947,7
201406,27,0,23.6380218487395,26.2942329131653,30.0510316526611,1.04677941176471,7.49172352941176,19.3855,0.973361204481793,0.974952801120448,0.976607843137255,57.8579768907563,75.8690183473389,90.320418907563,6.41300980392157,7
201407,27,0,23.74305,26.717180952381,30.9214338935574,0.552154901960784,5.90209607843137,17.2878725490196,0.974852941176471,0.97666512605042,0.978276330532213,53.5853984593837,73.8384682072829,90.2562386554622,7.17838389355742,7
201408,27,0,24.0680396358543,26.828787815126,30.9487614845938,0.818871568627451,7.84148529411765,23.6461647058823,0.973817787114846,0.975560504201681,0.977256442577031,57.8703191876751,76.5354456582633,90.7179218487395,6.8807218487395,7
201409,27,0,24.0828044817927,27.9928960784314,33.0769149859944,0.0256480392156863,1.19990098039216,5.61975098039216,0.973006022408964,0.975118487394958,0.976922969187675,45.5119471988796,69.4628162464986,88.9876478991597,8.99411050420168,7
201410,27,0,24.2625663865546,28.4362648459384,33.9257141456583,0.0247921568627451,0.363,1.16517156862745,0.97272731092437,0.97486512605042,0.97693487394958,39.0562864145658,64.8307661064426,85.5938427170869,9.66314775910364,7
201411,27,0,24.0485892156863,27.2568091036415,31.5651868347339,0.713637254901961,6.3693068627451,15.7406617647059,0.974959943977591,0.97686456582633,0.978682212885154,51.7662210084034,72.4561802521008,89.4909712885154,7.51659761904762,7
201412,27,0,23.757887535014,26.3377035014006,30.3303572829132,1.28934803921569,10.6580941176471,28.7488029411765,0.973778851540616,0.975670728291317,0.977362745098039,57.6389007002801,78.4485763305322,92.4588960784314,6.57246974789916,7
201413,27,0,23.675187535014,26.8537794117647,31.1772235294118,2.0225637254902,7.24001078431372,17.6669588235294,0.973104901960784,0.975002240896358,0.976710924369748,56.7213471988796,76.8551883753501,92.9855554621849,7.50203599439776,7
201414,27,0,23.8234577030812,26.2538911764706,29.8356338935574,12.6062431372549,56.5252392156863,117.777996078431,0.972821848739496,0.974742857142857,0.976463445378151,65.1161882352941,82.1144028011204,94.1166792717087,6.01217619047619,7
201415,27,0,23.1276738095238,25.0422591036415,28.1749799719888,4.30218921568627,24.7178774509804,72.2442980392157,0.974223389355742,0.976092577030812,0.977791736694678,73.5525280112045,87.1863523809524,96.3890116246499,5.04730616246499,7
201416,27,0,22.8971775910364,25.4969606442577,28.8562131652661,1.3850137254902,7.37367745098039,20.6227941176471,0.975258963585434,0.977181092436975,0.978833753501401,65.2689640056022,81.8810700280112,95.2809155462185,5.95903557422969,7
201417,27,0,22.6643109243697,25.2788084033613,28.5517029411765,1.85229803921569,8.50077647058824,19.9440225490196,0.975233333333333,0.977183893557423,0.978945798319328,65.4133785714286,82.0110515406162,95.4754082633053,5.88739201680672,7
201418,27,0,22.8529631652661,24.9534341736695,27.9690422969188,0.866390196078431,9.87553921568627,26.1434784313725,0.975695798319328,0.977190056022409,0.978726890756303,69.8697850140056,84.359131512605,95.1159514005602,5.11607913165266,7
201419,27,0,22.7728883753501,25.2848899159664,28.6345065826331,0.998130392156863,7.06507254901961,19.3793176470588,0.97482324929972,0.976758823529412,0.97849943977591,65.2275287114846,82.3001368347339,95.2544869747899,5.86161820728291,7
201420,27,0,22.2640655462185,24.7222081232493,27.9058277310924,1.56433137254902,7.87429117647059,19.1882362745098,0.974981092436975,0.976882212885154,0.9784081232493,67.2342214285714,83.2203042016807,94.9598401960784,5.64176218487395,7
201421,27,0,22.6306481792717,24.9714166666667,28.0405105042017,0.740110784313725,5.95353529411765,14.2101225490196,0.97543137254902,0.976994677871148,0.978725770308123,65.4110197478992,81.5079669467787,94.256600140056,5.40986232492997,7
201422,27,0,22.2811837535014,24.3805557422969,27.0122425770308,10.9696156862745,42.6012941176471,84.1914039215686,0.97810350140056,0.979689915966386,0.981383613445378,71.9724352941176,84.8480512605042,95.2902774509804,4.73105882352941,7
201423,27,0,21.7011469187675,23.9396726890756,27.1078242296919,1.94793529411765,14.1628539215686,49.0652558823529,0.978652380952381,0.980272549019608,0.981955742296919,69.0907378151261,85.1828507002801,96.2180980392157,5.40667731092437,7
201424,27,0,21.5106387955182,22.8923728291317,24.8720473389356,4.70541470588235,25.9062401960784,62.8812029411765,0.978498459383754,0.97987380952381,0.981229411764706,76.8452215686274,85.6411159663866,92.4536658263305,3.36140854341737,7
201425,27,0,21.1601141456583,23.2472819327731,26.1422983193277,2.61618529411765,14.0753058823529,30.0200215686274,0.978065966386554,0.979508543417367,0.981239215686274,70.4766582633053,85.2494401960784,95.3766201680672,4.98218417366947,7
201426,27,0,20.5254358543417,22.9633401960784,26.0727652661064,2.9164068627451,12.9564578431373,31.3084784313725,0.978557983193277,0.979892717086835,0.981253781512605,64.9337661064426,80.7020942577031,92.5790467787115,5.54732941176471,7
201427,27,0,20.7086445378151,22.7812885154062,25.5738971988796,1.1470637254902,10.2044196078431,24.6030029411765,0.978239635854342,0.979590896358544,0.980974929971989,71.0724819327731,84.3093026610645,94.1961616246499,4.86525266106443,7
201428,27,0,21.2542452380952,22.9113579831933,25.4893043417367,1.7762068627451,17.3945382352941,43.2010382352941,0.978005042016807,0.979421988795518,0.981000700280112,77.6560492997199,88.8947910364146,96.2670603641456,4.23505910364146,7
201429,27,0,19.9339914565826,22.2385263305322,25.2715354341737,2.54558823529412,12.4192117647059,26.8821950980392,0.980489355742297,0.981929971988795,0.983290616246499,65.8758820728291,82.228118627451,93.962818767507,5.33754397759104,7
201430,27,0,20.2710544817927,22.3335411764706,25.0926529411765,2.14821176470588,9.59736764705882,21.173231372549,0.979407843137255,0.980797478991597,0.982234733893557,64.2689392156863,78.9663579831933,89.8942656862745,4.82159845938375,7
201431,27,0,19.186549859944,21.9723973389356,25.0101040616246,1.07347647058824,7.00696470588235,15.9280509803922,0.979043277310925,0.980243557422969,0.981884453781513,64.2353931372549,79.7751364145658,92.2694494397759,5.82355420168067,7
201432,27,0,19.4757386554622,21.978425210084,24.9934112044818,1.10541078431373,7.42680490196078,16.920712745098,0.980774929971989,0.982414845938375,0.984020168067227,62.5599183473389,77.418656022409,89.8345406162465,5.51767254901961,7
201433,27,0,19.1250798319328,21.6805869747899,24.808724789916,1.3184068627451,8.2880862745098,18.0473049019608,0.979944677871148,0.981404761904762,0.983039635854342,61.805062605042,78.5951711484594,92.0041280112045,5.68364495798319,7
201434,27,0,19.7175613445378,22.3607668067227,25.6831978991597,1.49858431372549,9.15152450980392,21.6872490196078,0.979042717086835,0.980818907563025,0.982404341736695,61.7058879551821,78.7821977591036,92.0600869747899,5.96563655462185,7
201435,27,0,20.1594557422969,22.4040805322129,25.6139620448179,3.06466862745098,13.58085,27.3686754901961,0.979461484593838,0.98084299719888,0.98238025210084,62.5323068627451,80.2169617647059,93.3618140056022,5.45450630252101,7
201436,27,0,19.3249316526611,22.4467467787115,26.0989712885154,0.477020588235294,4.44916666666667,13.203768627451,0.979171008403361,0.980971988795518,0.982702801120448,57.8796661064426,75.9669337535014,91.0560364145658,6.77403963585434,7
201437,27,0,20.1415649859944,22.5424760504202,25.8944109243698,2.07336862745098,12.8420519607843,29.2257676470588,0.977991036414566,0.979654341736695,0.981209103641457,65.4281731092437,81.1716004201681,93.504393837535,5.75284593837535,7
201438,27,0,20.161006442577,22.6782026610644,26.0155448179272,1.57261666666667,9.44854411764706,19.6161117647059,0.97787675070028,0.979567787114846,0.981290196078431,62.8609067226891,79.3394047619048,92.4083243697479,5.85453837535014,7
201439,27,0,21.2069049019608,24.3659168067227,28.7634285714286,0.671845098039216,4.11736274509804,9.57587450980392,0.974775350140056,0.976685994397759,0.97857619047619,54.071668627451,76.1383170868347,92.6674732492997,7.55652366946779,7
201440,27,0,21.011093837535,24.8521198879552,30.0536789915966,0.0375519607843137,0.931599019607843,2.64561568627451,0.976248319327731,0.978323949579832,0.980519467787115,47.6587886554622,71.9860324929972,91.5017829131653,9.04258515406163,7
201441,27,0,22.0826516806723,24.8956917366947,29.0458121848739,0.725660784313726,3.84976764705882,7.6998068627451,0.976905882352941,0.978915966386555,0.980620728291316,52.1997,73.4679816526611,89.2697449579832,6.96316050420168,7
201442,27,0,22.4022303921569,25.3580397759104,29.6584470588235,1.35834705882353,11.856631372549,33.8357921568627,0.973860224089636,0.976253221288515,0.978034033613445,56.2488824929972,76.5713904761905,91.4452715686274,7.25621666666667,7
201443,27,0,22.920531232493,25.5968761904762,29.4988575630252,1.03497156862745,9.17200490196078,32.132062745098,0.972828291316527,0.974622829131653,0.976249719887955,58.5061338935574,77.1272098039216,90.1717729691877,6.57832633053221,7
201444,27,0,22.0644016806723,25.4943808123249,30.1085970588235,0.516577450980392,3.29243431372549,7.68789509803922,0.97428487394958,0.976377731092437,0.978342156862745,50.4547303921569,73.4071478991597,91.538762745098,8.04419537815126,7
201445,27,0,22.4280361344538,25.3615613445378,29.5647240896359,0.662653921568627,4.64136176470588,9.9874862745098,0.974536274509804,0.976608263305322,0.978201120448179,51.9638260504202,72.7869407563025,89.3454696078431,7.13668795518207,7
201446,27,1,22.2177287114846,25.9049605042017,30.9666182072829,0.1348,0.993192156862745,2.35227058823529,0.973133333333333,0.975290476190476,0.977250420168067,43.725630952381,67.8711792717087,87.8127462184874,8.74888949579832,7
201447,27,2,22.6151641456583,26.2734816526611,31.3338964985994,0.164176470588235,1.40064705882353,3.31658137254902,0.971768487394958,0.974024929971989,0.975933753501401,43.0712056022409,67.5659264705882,86.5642514005602,8.71873235294118,7
201448,27,2,22.7133581232493,26.1035161064426,30.7142175070028,0.26161862745098,2.25374019607843,5.42703235294118,0.973460504201681,0.975263585434174,0.976918767507003,45.0953026610644,67.5140509803922,85.9466931372549,8.0008593837535,7
201449,27,4,23.6968910364146,26.5566802521008,30.5554787114846,1.4841362745098,9.62689411764706,31.4379745098039,0.971602380952381,0.973651400560224,0.975441036414566,52.9727722689076,71.2292831932773,85.3278429971989,6.85858767507003,7
201450,27,13,22.8175081232493,25.7733669467787,29.7965404761905,0.390999019607843,4.40735588235294,13.3871882352941,0.971323529411765,0.9733081232493,0.975086974789916,52.2601011204482,72.4564526610644,88.5442235294118,6.97903235294118,7
201451,27,13,22.8734676470588,26.3253635854342,31.1913092436975,0.329925490196078,2.29519607843137,5.92460196078431,0.973507843137255,0.97526218487395,0.976863165266106,45.9763162464986,69.2731148459384,87.8854261904762,8.31784159663865,7
201452,27,22,22.9752144257703,26.7115817927171,31.6212354341737,0.104762745098039,1.58617450980392,3.57471078431373,0.971370448179272,0.973391736694678,0.975021428571429,42.7369301120448,66.6752464985994,86.1692082633053,8.64602100840336,7
201501,27,27,23.204737254902,26.4173470588235,30.9242610644258,0.299872549019608,4.04689705882353,10.3784362745098,0.972501540616246,0.974380112044818,0.975829971988796,47.5497070028011,69.5418582633053,87.4626428571429,7.71952380952381,7
201502,27,88,22.9712018207283,26.1654642857143,30.8222514005602,0.813711764705882,5.73038333333333,18.7505705882353,0.972643277310924,0.974717226890756,0.97628081232493,49.9049729691877,72.0848191876751,89.6781331932773,7.85104957983193,7
201503,27,98,22.6974177871148,25.754656302521,30.1160075630252,1.26368235294118,9.76170784313726,23.8301647058823,0.971787254901961,0.973694397759104,0.975357142857143,52.1074859943978,73.3142421568627,90.3090827731093,7.41858977591036,7
201504,27,132,22.3510598039216,24.995912464986,28.608074789916,1.92261568627451,12.8131401960784,38.1530637254902,0.974207142857143,0.975663305322129,0.977182212885154,61.8250222689076,79.3737703081233,93.2299862745098,6.2570149859944,7
201505,27,136,22.9680827731092,25.9690739495798,29.7615962184874,1.12598039215686,6.68135490196078,14.4304725490196,0.974215406162465,0.97614943977591,0.977852941176471,57.3526504201681,75.3518637254902,90.9188836134454,6.79351344537815,7
201506,27,70,22.9714088235294,26.1937883753501,30.2176396358543,0.514037254901961,4.98946960784314,12.0511764705882,0.974227591036415,0.975878151260504,0.977431512605042,53.3727225490196,72.4826369747899,89.7055182072829,7.24623081232493,7
201507,27,49,22.850937815126,25.7754565826331,29.5598028011205,1.40154705882353,8.73476568627451,20.2685862745098,0.973720028011204,0.975546918767507,0.97708781512605,57.5279459383753,75.3321337535014,90.7407831932773,6.7088649859944,7
201508,27,33,22.8087927170868,25.6483404761905,29.6936763305322,2.72463333333333,13.9001,43.4250715686274,0.973336554621849,0.975100140056023,0.976880672268908,62.1317518207283,80.0116514005602,93.6743990196078,6.88488361344538,7
201509,27,9,23.056693837535,26.0518467787115,30.052662745098,0.442113725490196,6.68967156862745,21.4191911764706,0.972251960784314,0.974195518207283,0.975994537815126,55.0621280112045,74.8951236694678,90.8205324929972,6.99596890756303,7
201510,27,1,23.2293819327731,26.4643957983193,30.7376918767507,1.33805,7.12408235294118,24.3855147058824,0.972153921568627,0.974254481792717,0.975892577030812,55.5381051820728,75.9556918767507,92.9639798319328,7.50830994397759,7
201511,27,1,23.2761900560224,27.5787287114846,32.9412556022409,0.499793137254902,2.06087647058824,5.31540196078431,0.972240336134454,0.974616806722689,0.976489215686275,40.669699719888,67.2044478991596,88.365331092437,9.66506554621849,7
201512,27,2,23.2134693277311,26.6696546218487,31.1184694677871,1.10115,6.30557549019608,15.3910578431373,0.972640476190476,0.974724509803922,0.97651218487395,52.4588201680672,73.6994145658263,91.3497703081232,7.90500014005602,7
201513,27,2,23.4546166666667,27.0278794117647,31.8203705882353,0.525662745098039,3.74681078431372,9.60687352941176,0.973516386554622,0.975807703081233,0.977762745098039,48.5289743697479,72.327731092437,91.5515554621849,8.36575392156863,7
201514,27,1,23.4942665266106,26.5970071428571,30.6554485994398,1.8350068627451,9.72382156862745,20.33615,0.973752941176471,0.975646078431372,0.97750462184874,54.4026761904762,74.4426656862745,90.5676547619048,7.16118207282913,7
201515,27,2,22.6483831932773,24.8664522408964,27.9824826330532,1.9604068627451,16.2684735294118,36.440687254902,0.974004341736695,0.975886554621849,0.977568907563025,67.6028105042017,82.8447208683473,94.2602137254902,5.33409943977591,7
201516,27,1,22.4354567226891,24.5722648459384,27.5726364145658,3.49199705882353,18.9825078431373,44.8840931372549,0.974446358543417,0.976152941176471,0.977655322128852,69.6470029411765,84.5524403361345,95.7671180672269,5.13717969187675,7
201517,27,3,22.2126341736695,24.0882893557423,26.8998152661064,4.90380980392157,45.4240431372549,114.302626470588,0.974200140056022,0.976006722689076,0.977612044817927,73.4657570028011,86.7250049019608,96.208031092437,4.68718109243697,7
201518,27,5,22.4960670868347,24.3001778711485,26.9816040616246,13.1028176470588,66.84165,167.008,0.974820028011204,0.976664005602241,0.978287394957983,74.9026089635855,87.4964640056022,96.3047518207283,4.48553697478992,7
201519,27,1,21.8708149859944,23.7248263305322,26.1039222689076,1.45882941176471,11.6650764705882,31.1691970588235,0.974451680672269,0.976213725490196,0.977778431372549,71.5971843137255,84.0730805322129,93.930824789916,4.23310728291317,7
201520,27,2,22.1242906162465,23.9718036414566,26.5812532212885,2.27888823529412,14.1200215686275,36.1020196078431,0.975249579831933,0.977023669467787,0.978514005602241,71.466143977591,84.3996121848739,93.9809824929972,4.45696260504202,7
201521,27,3,21.328668487395,23.2173235294118,25.871637815126,3.09072745098039,15.480437254902,36.642987254902,0.977094677871148,0.978817366946779,0.980247058823529,73.6868256302521,85.6952246498599,94.6192134453782,4.54296932773109,7
201522,27,3,21.6160231092437,23.5748130252101,26.5057113445378,3.07121960784314,15.5905696078431,34.0186794117647,0.976597899159664,0.978316386554622,0.979971428571428,69.2029509803921,84.695930952381,95.2303630252101,4.88968823529412,7
201523,27,2,20.8816866946779,23.1614488795518,26.0677683473389,1.12552450980392,8.90100490196078,26.1797539215686,0.978362885154062,0.97990294117647,0.981406442577031,70.3771553221288,84.1563030812325,94.762843557423,5.18608165266106,7
201524,27,9,20.8977920168067,23.042737394958,25.9710362745098,1.69504019607843,8.72825588235294,19.4337529411765,0.97789537815126,0.979615266106442,0.981057142857143,66.6727854341737,82.7513453781513,93.8186015406162,5.07324425770308,7
201525,27,6,21.0018644257703,22.9116294117647,25.6474771708683,3.4032862745098,16.6767578431373,44.3225019607843,0.977628011204482,0.979047759103641,0.980356302521008,70.0767106442577,84.677093837535,94.8915794117647,4.64561274509804,7
201526,27,12,20.6800243697479,22.917625210084,25.8862411764706,1.56465784313725,13.2948137254902,32.3816637254902,0.977453221288515,0.978998599439776,0.980657843137255,68.1081457983193,83.2849172268908,95.21032464986,5.20621680672269,7
201527,27,10,20.8451817927171,22.9330019607843,25.7018351540616,1.36643137254902,11.6734392156863,31.7515392156863,0.977844677871148,0.979308403361345,0.980752380952381,69.7232099439776,83.8965591036415,94.2456476190476,4.85665336134454,7
201528,27,10,20.2723651260504,21.847693697479,24.0103457983193,5.48158921568627,37.2748617647059,101.933481372549,0.978814565826331,0.980150980392157,0.981533473389356,76.9513089635854,87.1256386554622,94.3145326330532,3.73798067226891,7
201529,27,5,19.6487421568627,22.0585857142857,24.8292481792717,2.01400294117647,10.5730637254902,31.1834078431373,0.979540616246499,0.981056722689076,0.982436554621849,63.4654004201681,79.4224345938375,91.3847850140056,5.18050602240896,7
201530,27,3,19.7270967787115,21.7589221288515,24.4589133053221,2.32842156862745,15.2698264705882,40.9929892156863,0.978256442577031,0.980011904761905,0.981490756302521,69.9317530812325,83.0543515406162,93.3486536414566,4.73181652661065,7
201531,27,4,20.0241663865546,22.723093557423,26.2450763305322,12.0419931372549,37.2526647058824,88.0991088235294,0.978107843137255,0.979663025210084,0.98143431372549,63.0642327731092,82.1455159663866,95.5841602240896,6.22090994397759,7
201532,27,10,19.5812422969188,22.556656162465,26.1231222689076,0.435669607843137,3.94202156862745,8.54956960784314,0.97863137254902,0.980494397759104,0.98217324929972,56.9456816526611,75.5068852941176,90.9207854341737,6.5418799719888,7
201533,27,7,19.4540098039216,22.1242712885154,25.2685766106443,0.7702,7.36563823529412,19.6582274509804,0.978116526610644,0.979506442577031,0.980902661064426,61.4561149859944,77.6580152661064,91.0379446778711,5.81456680672269,7
201534,27,43,20.2268763305322,22.3941759103641,25.4339172268908,2.26322647058824,13.0070637254902,29.6784009803922,0.979962745098039,0.981394817927171,0.983142717086835,68.7555306722689,83.6789281512605,94.4656039215686,5.20704089635854,7
201535,27,16,19.9825047619048,22.6377668067227,26.0630198879552,0.710273529411765,7.98328921568628,20.5394960784314,0.980014425770308,0.981695658263306,0.983341456582633,62.6788868347339,79.3503662464986,92.7216746498599,6.08051512605042,7
